instance_id,repo,pr_number,pr_url,source,author_type,agent_name,agent_tool,task_type,language,outcome,sample_split,created_at,changed_file_count,commit_count,comment_count,review_count,artifact_completeness,eligibility,eligibility_reason,size_tercile,sampling_weight
pop_microsoft_autogen_6747,microsoft/autogen,6747,https://github.com/microsoft/autogen/pull/6747,aidev_curated_export,ai_authored,copilot,Copilot,unknown,Python,merged,test,2025-07-03T16:10:13Z,3,7,4,6,metadata_text_counts,eligible,eligible,medium,56.697674
pop_microsoft_lisa_3843,microsoft/lisa,3843,https://github.com/microsoft/lisa/pull/3843,aidev_curated_export,ai_authored,copilot,Copilot,unknown,Python,merged,test,2025-06-04T01:58:06Z,2,5,5,3,metadata_text_counts,eligible,eligible,small,56.697674
pop_microsoft_openvmm_1576,microsoft/openvmm,1576,https://github.com/microsoft/openvmm/pull/1576,aidev_curated_export,ai_authored,copilot,Copilot,unknown,Rust,closed_unmerged,test,2025-06-21T16:47:52Z,13,3,0,0,metadata_text_counts,eligible,eligible,large,56.697674
pop_microsoft_playwright-mcp_572,microsoft/playwright-mcp,572,https://github.com/microsoft/playwright-mcp/pull/572,aidev_curated_export,ai_authored,claude_code,Copilot,unknown,TypeScript,closed_unmerged,test,2025-06-19T08:34:04Z,4,5,7,5,metadata_text_counts,eligible,eligible,medium,9.537037
pop_microsoft_react-native-windows_14770,microsoft/react-native-windows,14770,https://github.com/microsoft/react-native-windows/pull/14770,aidev_curated_export,ai_authored,copilot,Copilot,unknown,C++,closed_unmerged,test,2025-06-11T09:09:42Z,2,9,14,6,metadata_text_counts,eligible,eligible,small,56.697674
pop_microsoft_testfx_5786,microsoft/testfx,5786,https://github.com/microsoft/testfx/pull/5786,aidev_curated_export,ai_authored,copilot,Copilot,unknown,C#,merged,test,2025-06-16T14:13:46Z,88,13,2,8,metadata_text_counts,eligible,eligible,large,56.697674
pop_microsoft_typescript-go_1109,microsoft/typescript-go,1109,https://github.com/microsoft/typescript-go/pull/1109,aidev_curated_export,ai_authored,copilot,Copilot,unknown,Go,closed_unmerged,test,2025-06-09T20:52:19Z,3,5,2,3,metadata_text_counts,eligible,eligible,medium,56.697674
pop_microsoft_vscode-pull-request-github_7123,microsoft/vscode-pull-request-github,7123,https://github.com/microsoft/vscode-pull-request-github/pull/7123,aidev_curated_export,ai_authored,copilot,Copilot,unknown,TypeScript,merged,test,2025-06-27T09:16:30Z,8,9,1,3,metadata_text_counts,eligible,eligible,large,56.697674
pop_microsoft_vscode_251252,microsoft/vscode,251252,https://github.com/microsoft/vscode/pull/251252,aidev_curated_export,ai_authored,copilot,Copilot,unknown,TypeScript,open,test,2025-06-12T03:52:44Z,5,2,0,0,metadata_text_counts,eligible,eligible,medium,56.697674
pop_microsoft_vscode_252186,microsoft/vscode,252186,https://github.com/microsoft/vscode/pull/252186,aidev_curated_export,ai_authored,copilot,Copilot,unknown,TypeScript,closed_unmerged,test,2025-06-23T15:30:26Z,1,3,4,0,metadata_text_counts,eligible,eligible,small,56.697674
pop_microsoft_vscode_252334,microsoft/vscode,252334,https://github.com/microsoft/vscode/pull/252334,aidev_curated_export,ai_authored,copilot,Copilot,unknown,TypeScript,open,test,2025-06-24T20:57:36Z,1,2,0,0,metadata_text_counts,eligible,eligible,small,56.697674
pop_microsoft_vscode_252342,microsoft/vscode,252342,https://github.com/microsoft/vscode/pull/252342,aidev_curated_export,ai_authored,copilot,Copilot,unknown,TypeScript,open,test,2025-06-24T21:09:26Z,1,2,0,0,metadata_text_counts,eligible,eligible,small,56.697674
pop_microsoft_vscode_253997,microsoft/vscode,253997,https://github.com/microsoft/vscode/pull/253997,aidev_curated_export,ai_authored,copilot,Copilot,unknown,TypeScript,closed_unmerged,test,2025-07-03T20:51:52Z,0,1,0,0,metadata_text_counts,eligible,eligible,small,56.697674
pop_microsoft_vscode_255991,microsoft/vscode,255991,https://github.com/microsoft/vscode/pull/255991,aidev_curated_export,ai_authored,copilot,Copilot,unknown,TypeScript,merged,test,2025-07-15T10:13:56Z,2,3,4,5,metadata_text_counts,eligible,eligible,small,56.697674
pop_miguel5612_MQSensorsLib_81,miguel5612/MQSensorsLib,81,https://github.com/miguel5612/MQSensorsLib/pull/81,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,C++,merged,test,2025-06-04T23:09:26Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mitsuhiko_insta_778,mitsuhiko/insta,778,https://github.com/mitsuhiko/insta/pull/778,aidev_curated_export,ai_authored,claude_code,Claude_Code,unknown,Rust,merged,test,2025-06-17T18:06:37Z,5,2,0,0,metadata_text_counts,eligible,eligible,medium,9.537037
pop_mlflow_mlflow_15975,mlflow/mlflow,15975,https://github.com/mlflow/mlflow/pull/15975,aidev_curated_export,ai_authored,copilot,Copilot,unknown,Python,closed_unmerged,test,2025-05-30T12:39:12Z,8,2,0,0,metadata_text_counts,eligible,eligible,large,56.697674
pop_mlflow_mlflow_16321,mlflow/mlflow,16321,https://github.com/mlflow/mlflow/pull/16321,aidev_curated_export,ai_authored,claude_code,Copilot,unknown,Python,merged,test,2025-06-19T02:19:06Z,2,2,2,2,metadata_text_counts,eligible,eligible,small,9.537037
pop_mochilang_mochi_10291,mochilang/mochi,10291,https://github.com/mochilang/mochi/pull/10291,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,closed_unmerged,test,2025-07-19T16:06:07Z,25,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_10374,mochilang/mochi,10374,https://github.com/mochilang/mochi/pull/10374,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-19T19:08:00Z,52,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_10375,mochilang/mochi,10375,https://github.com/mochilang/mochi/pull/10375,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-19T19:08:52Z,72,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_10499,mochilang/mochi,10499,https://github.com/mochilang/mochi/pull/10499,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-20T03:10:47Z,3,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_10773,mochilang/mochi,10773,https://github.com/mochilang/mochi/pull/10773,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,closed_unmerged,test,2025-07-20T09:39:18Z,13,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_11038,mochilang/mochi,11038,https://github.com/mochilang/mochi/pull/11038,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-21T04:32:48Z,5,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_1136,mochilang/mochi,1136,https://github.com/mochilang/mochi/pull/1136,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,closed_unmerged,test,2025-06-16T14:06:46Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mochilang_mochi_11557,mochilang/mochi,11557,https://github.com/mochilang/mochi/pull/11557,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,closed_unmerged,test,2025-07-21T17:33:59Z,32,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_11696,mochilang/mochi,11696,https://github.com/mochilang/mochi/pull/11696,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-22T02:57:30Z,11,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_11832,mochilang/mochi,11832,https://github.com/mochilang/mochi/pull/11832,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-22T07:28:35Z,12,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_12074,mochilang/mochi,12074,https://github.com/mochilang/mochi/pull/12074,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,closed_unmerged,test,2025-07-22T15:25:32Z,6,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_12096,mochilang/mochi,12096,https://github.com/mochilang/mochi/pull/12096,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,open,test,2025-07-22T15:43:40Z,3,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_12183,mochilang/mochi,12183,https://github.com/mochilang/mochi/pull/12183,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-22T17:37:18Z,3,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_12196,mochilang/mochi,12196,https://github.com/mochilang/mochi/pull/12196,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-23T02:27:25Z,4,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_12257,mochilang/mochi,12257,https://github.com/mochilang/mochi/pull/12257,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-23T04:07:57Z,6,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_12308,mochilang/mochi,12308,https://github.com/mochilang/mochi/pull/12308,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-23T06:06:35Z,32,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_12560,mochilang/mochi,12560,https://github.com/mochilang/mochi/pull/12560,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,open,test,2025-07-24T06:39:51Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mochilang_mochi_12775,mochilang/mochi,12775,https://github.com/mochilang/mochi/pull/12775,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-24T17:56:53Z,4,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_1313,mochilang/mochi,1313,https://github.com/mochilang/mochi/pull/1313,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,closed_unmerged,test,2025-06-17T13:01:36Z,8,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_13160,mochilang/mochi,13160,https://github.com/mochilang/mochi/pull/13160,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-25T14:34:53Z,63,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_1372,mochilang/mochi,1372,https://github.com/mochilang/mochi/pull/1372,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-06-17T15:05:39Z,7,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_1403,mochilang/mochi,1403,https://github.com/mochilang/mochi/pull/1403,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-06-17T16:20:06Z,29,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_14206,mochilang/mochi,14206,https://github.com/mochilang/mochi/pull/14206,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-28T09:40:09Z,29,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_14293,mochilang/mochi,14293,https://github.com/mochilang/mochi/pull/14293,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-28T13:24:52Z,8,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_14315,mochilang/mochi,14315,https://github.com/mochilang/mochi/pull/14315,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-28T14:04:39Z,6,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_14366,mochilang/mochi,14366,https://github.com/mochilang/mochi/pull/14366,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-29T02:39:21Z,9,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_14456,mochilang/mochi,14456,https://github.com/mochilang/mochi/pull/14456,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-29T05:46:59Z,11,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_14499,mochilang/mochi,14499,https://github.com/mochilang/mochi/pull/14499,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-29T07:51:01Z,5,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_14763,mochilang/mochi,14763,https://github.com/mochilang/mochi/pull/14763,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-29T18:45:03Z,16,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_14768,mochilang/mochi,14768,https://github.com/mochilang/mochi/pull/14768,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-29T18:50:56Z,7,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_14791,mochilang/mochi,14791,https://github.com/mochilang/mochi/pull/14791,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-30T02:09:55Z,95,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_14875,mochilang/mochi,14875,https://github.com/mochilang/mochi/pull/14875,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-30T07:56:18Z,2,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mochilang_mochi_1575,mochilang/mochi,1575,https://github.com/mochilang/mochi/pull/1575,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-06-18T04:12:32Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mochilang_mochi_1735,mochilang/mochi,1735,https://github.com/mochilang/mochi/pull/1735,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-06-18T10:38:41Z,2,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mochilang_mochi_2097,mochilang/mochi,2097,https://github.com/mochilang/mochi/pull/2097,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-06-19T08:32:05Z,9,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_2621,mochilang/mochi,2621,https://github.com/mochilang/mochi/pull/2621,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-06-21T15:30:45Z,3,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_2681,mochilang/mochi,2681,https://github.com/mochilang/mochi/pull/2681,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-06-22T19:59:57Z,3,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_2918,mochilang/mochi,2918,https://github.com/mochilang/mochi/pull/2918,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-06-24T17:15:28Z,2,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mochilang_mochi_3154,mochilang/mochi,3154,https://github.com/mochilang/mochi/pull/3154,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-06-25T08:32:06Z,5,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_3285,mochilang/mochi,3285,https://github.com/mochilang/mochi/pull/3285,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-06-26T00:11:26Z,6,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_3436,mochilang/mochi,3436,https://github.com/mochilang/mochi/pull/3436,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-06-26T05:54:08Z,5,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_3559,mochilang/mochi,3559,https://github.com/mochilang/mochi/pull/3559,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-06-26T11:48:24Z,7,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_4026,mochilang/mochi,4026,https://github.com/mochilang/mochi/pull/4026,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-06-30T02:23:15Z,12,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_4124,mochilang/mochi,4124,https://github.com/mochilang/mochi/pull/4124,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-06-30T07:52:19Z,3,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_4178,mochilang/mochi,4178,https://github.com/mochilang/mochi/pull/4178,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-06-30T13:58:03Z,2,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mochilang_mochi_4596,mochilang/mochi,4596,https://github.com/mochilang/mochi/pull/4596,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,closed_unmerged,test,2025-07-02T11:17:36Z,4,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_4618,mochilang/mochi,4618,https://github.com/mochilang/mochi/pull/4618,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-02T13:47:12Z,2,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mochilang_mochi_4654,mochilang/mochi,4654,https://github.com/mochilang/mochi/pull/4654,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,closed_unmerged,test,2025-07-02T14:49:28Z,4,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_473,mochilang/mochi,473,https://github.com/mochilang/mochi/pull/473,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-06-13T00:59:08Z,2,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mochilang_mochi_487,mochilang/mochi,487,https://github.com/mochilang/mochi/pull/487,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-06-13T10:10:54Z,6,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_4872,mochilang/mochi,4872,https://github.com/mochilang/mochi/pull/4872,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-03T11:17:16Z,196,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_5070,mochilang/mochi,5070,https://github.com/mochilang/mochi/pull/5070,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-04T13:42:23Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mochilang_mochi_5097,mochilang/mochi,5097,https://github.com/mochilang/mochi/pull/5097,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-04T16:40:10Z,5,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_5335,mochilang/mochi,5335,https://github.com/mochilang/mochi/pull/5335,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-05T17:20:47Z,2,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mochilang_mochi_5352,mochilang/mochi,5352,https://github.com/mochilang/mochi/pull/5352,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-05T17:51:21Z,6,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_538,mochilang/mochi,538,https://github.com/mochilang/mochi/pull/538,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,closed_unmerged,test,2025-06-14T00:44:50Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mochilang_mochi_5425,mochilang/mochi,5425,https://github.com/mochilang/mochi/pull/5425,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,closed_unmerged,test,2025-07-06T02:16:57Z,5,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_5511,mochilang/mochi,5511,https://github.com/mochilang/mochi/pull/5511,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-06T07:09:15Z,10,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_5581,mochilang/mochi,5581,https://github.com/mochilang/mochi/pull/5581,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-06T09:21:17Z,37,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_5702,mochilang/mochi,5702,https://github.com/mochilang/mochi/pull/5702,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-06T14:15:56Z,2,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mochilang_mochi_5751,mochilang/mochi,5751,https://github.com/mochilang/mochi/pull/5751,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-06T15:20:00Z,2,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mochilang_mochi_585,mochilang/mochi,585,https://github.com/mochilang/mochi/pull/585,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-06-14T02:28:31Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mochilang_mochi_5874,mochilang/mochi,5874,https://github.com/mochilang/mochi/pull/5874,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-07T01:12:30Z,11,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_6095,mochilang/mochi,6095,https://github.com/mochilang/mochi/pull/6095,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-07T14:32:08Z,3,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_613,mochilang/mochi,613,https://github.com/mochilang/mochi/pull/613,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-06-14T07:39:12Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mochilang_mochi_6147,mochilang/mochi,6147,https://github.com/mochilang/mochi/pull/6147,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-07T17:08:07Z,198,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_6177,mochilang/mochi,6177,https://github.com/mochilang/mochi/pull/6177,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-07T17:50:09Z,181,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_6203,mochilang/mochi,6203,https://github.com/mochilang/mochi/pull/6203,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-08T00:35:25Z,8,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_6216,mochilang/mochi,6216,https://github.com/mochilang/mochi/pull/6216,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-08T00:41:14Z,4,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_663,mochilang/mochi,663,https://github.com/mochilang/mochi/pull/663,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-06-15T01:57:34Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mochilang_mochi_6862,mochilang/mochi,6862,https://github.com/mochilang/mochi/pull/6862,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-09T16:29:03Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mochilang_mochi_6891,mochilang/mochi,6891,https://github.com/mochilang/mochi/pull/6891,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-09T16:55:37Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mochilang_mochi_7374,mochilang/mochi,7374,https://github.com/mochilang/mochi/pull/7374,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-10T12:48:00Z,4,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_7414,mochilang/mochi,7414,https://github.com/mochilang/mochi/pull/7414,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-10T14:30:33Z,2,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mochilang_mochi_7453,mochilang/mochi,7453,https://github.com/mochilang/mochi/pull/7453,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-10T15:32:47Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mochilang_mochi_759,mochilang/mochi,759,https://github.com/mochilang/mochi/pull/759,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-06-15T09:20:31Z,1,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mochilang_mochi_7642,mochilang/mochi,7642,https://github.com/mochilang/mochi/pull/7642,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-11T08:54:15Z,2,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mochilang_mochi_8292,mochilang/mochi,8292,https://github.com/mochilang/mochi/pull/8292,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-13T05:14:05Z,5,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_8582,mochilang/mochi,8582,https://github.com/mochilang/mochi/pull/8582,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-13T17:27:14Z,2,1,0,0,metadata_text_counts,eligible,eligible,small,102.841860
pop_mochilang_mochi_8739,mochilang/mochi,8739,https://github.com/mochilang/mochi/pull/8739,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,open,test,2025-07-15T06:22:39Z,11,2,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_8971,mochilang/mochi,8971,https://github.com/mochilang/mochi/pull/8971,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,closed_unmerged,test,2025-07-16T15:53:48Z,129,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
pop_mochilang_mochi_9002,mochilang/mochi,9002,https://github.com/mochilang/mochi/pull/9002,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-16T17:01:34Z,3,1,0,0,metadata_text_counts,eligible,eligible,medium,102.841860
pop_mochilang_mochi_9123,mochilang/mochi,9123,https://github.com/mochilang/mochi/pull/9123,aidev_curated_export,ai_authored,codex,OpenAI_Codex,unknown,Go,merged,test,2025-07-17T02:04:16Z,203,1,0,0,metadata_text_counts,eligible,eligible,large,102.841860
